Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full
"FORD, Mrs Margaret Ann Watson",Dead,Southampton,3,Woman,48,Adult,Female,34.375,6608,,Farmer,3rd Class Passenger,3
"FOREMAN, Mr Benjamin Laventall",Dead,Southampton,1,Man,30,Adult,Male,27.75,113051,,,1st Class Passenger,1
"FORTUNE, Miss Alice Elizabeth",Alive,Southampton,1,Woman,24,Adult,Female,263,19950,10,,1st Class Passenger,1
"FORTUNE, Miss Ethel Flora",Alive,Southampton,1,Woman,28,Adult,Female,263,19950,10,,1st Class Passenger,1
"FORTUNE, Miss Mabel Helen",Alive,Southampton,1,Woman,23,Adult,Female,263,19950,10,,1st Class Passenger,1
"FORTUNE, Mr Charles Alexander",Dead,Southampton,1,Man,19,Adult,Male,263,19950,,,1st Class Passenger,1
"FORTUNE, Mr Mark",Dead,Southampton,1,Man,64,Adult,Male,263,19950,,,1st Class Passenger,1
"FORTUNE, Mrs Mary",Alive,Southampton,1,Woman,60,Adult,Female,263,19950,10,,1st Class Passenger,1
"FORWARD, Mr James",Alive,Southampton,Crew,Man,27,Adult,Male,,,16,Able Seaman,Deck Crew,D
"FOSTER, Mr Albert C.",Dead,Belfast,Crew,Man,37,Adult,Male,,,,Storekeeper,Engineering Crew,E
"FOX, Mr Patrick",Dead,Queenstown,3,Man,28,Adult,Male,7.75,368573,,General Labourer,3rd Class Passenger,3
"FOX, Mr Stanley Hubert",Dead,Southampton,2,Man,38,Adult,Male,13,229236,[236],,2nd Class Passenger,2
"FOX, Mr William Thomas",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Steward,Victualling Crew,V
"FRANCATELLI, Miss Laura Mabel",Alive,Cherbourg,1,Woman,31,Adult,Female,56.9291667,17485,1,Secretary,1st Class PassengerServant,1
"FRANKLIN, Mr Alan Vincent",Dead,Southampton,Crew,Man,28,Adult,Male,,,[262],Saloon Steward (2nd class),Victualling Crew,V
"FRANKLIN, Mr Thomas Parnham",Dead,Southampton,1,Man,37,Adult,Male,26.55,113778,,,1st Class Passenger,1
"FRASER, Mr J.",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Fireman,Engineering Crew,E
"FRASER, Mr James",Dead,Belfast,Crew,Man,29,Adult,Male,,,,Junior Assistant 3rd. Engineer,Engineering Crew,E
"FRAUENTHAL, Dr Henry William",Alive,Southampton,1,Man,49,Adult,Male,133.65,17611,5,Doctor,1st Class Passenger,1
"FRAUENTHAL, Mr Isaac Gerald",Alive,Cherbourg,1,Man,43,Adult,Male,27.7208333,17765,5,,1st Class Passenger,1
"FRAUENTHAL, Mrs Clara",Alive,Southampton,1,Woman,42,Adult,Female,133.65,17611,5,,1st Class Passenger,1
"FREDERICKS, Mr Walter Francis",Alive,Southampton,Crew,Man,21,Adult,Male,,,15,Trimmer,Engineering Crew,E
"FREEMAN, Mr Ernest Edward Samuel",Dead,Belfast,Crew,Man,45,Adult,Male,,,[239],Deck Steward (1st Class),Victualling Crew,V
"FRLICHER-STEHLI, Mr Maximilian Josef",Alive,Cherbourg,1,Man,60,Adult,Male,79.2,13567,5,,1st Class Passenger,1
"FRLICHER-STEHLI, Mrs Margaretha Emerentia",Alive,Cherbourg,1,Woman,48,Adult,Female,79.2,13567,5,,1st Class Passenger,1
"FRLICHER, Miss Hedwig Margaritha",Alive,Cherbourg,1,Woman,22,Adult,Female,49.5,13568,5,,1st Class Passenger,1
"FROST, Mr Anthony Wood",Dead,Belfast,2,Man,38,Adult,Male,0,239854,,Fitter,2nd Class PassengerH&W Guarantee Group,2
"FRY, Mr Richard",Dead,Southampton,1,Man,39,Adult,Male,0,112058,,Servant,,1
"FRYER, Mr Albert Ernest",Alive,Southampton,Crew,Man,29,Adult,Male,,,,Trimmer,Engineering Crew,E
"FUNK, Miss Annie Clemmer",Dead,Southampton,2,Woman,38,Adult,Female,13,237671,,Missionary,2nd Class Passenger,2
"FUTRELLE, Mr Jacques Heath",Dead,Southampton,1,Man,37,Adult,Male,53.1,113803,,Writer,1st Class Passenger,1
"FUTRELLE, Mrs Lily May",Alive,Southampton,1,Woman,35,Adult,Female,53.1,113803,D,,1st Class Passenger,1
"FYNNEY, Mr Joseph J.",Dead,Southampton,2,Man,35,Adult,Male,26,239865,[322],,2nd Class Passenger,2
"GALE, Mr Harry",Dead,Southampton,2,Man,38,Adult,Male,21,28664,,Miner,2nd Class Passenger,2
"GALE, Mr Shadrach",Dead,Southampton,2,Man,33,Adult,Male,21,28664,,Miner,2nd Class Passenger,2
"GALLAGHER, Mr Martin",Dead,Queenstown,3,Man,29,Adult,Male,7.74166667,36864,,Farm Labourer,3rd Class Passenger,3
"GARFIRTH, Mr John",Dead,Southampton,3,Man,21,Adult,Male,14.5,358585,,Shoemaker,3rd Class Passenger,3
"GARSIDE, Miss Ethel",Alive,Southampton,2,Woman,34,Adult,Female,13,243880,12,,2nd Class Passenger,2
"GASKELL, Mr Alfred",Dead,Southampton,2,Man,16,Adult,Male,26,239865,,,2nd Class Passenger,2
"GATTI, Sig. Gaspare Antonio Pietro",Dead,Southampton,Crew,Man,37,Adult,Male,,,[313],la Carte Restaurant Manager,Restaurant Staff,R
"GAVEY, Mr Laurence",Dead,Southampton,2,Man,26,Adult,Male,10.5,31028,,,2nd Class Passenger,2
"GEDDES, Mr Richard Charles",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Bed Room Steward (1st class),Victualling Crew,V
"GEE, Mr Arthur H.",Dead,Southampton,1,Man,47,Adult,Male,38.5,111320,[275],,1st Class Passenger,1
"GEER, Mr Alfred Emest",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Fireman,Engineering Crew,E
"GEORGE/JOSEPH, Mrs Shawneene",Alive,Cherbourg,3,Woman,38,Adult,Female,7.22916667,2688,C,,3rd Class Passenger,3
"GERIOS THAMAH, Mr Assaf",Dead,Cherbourg,3,Man,21,Adult,Male,7.225,2692,,Farm Labourer,3rd Class Passenger,3
"GHEORGHEFF, Mr Stanio",Dead,Cherbourg,3,Man,,Adult,Male,7.89583333,349254,,General Labourer,3rd Class Passenger,3
"GIBBONS, Mr Jacob William",Alive,Southampton,Crew,Man,36,Adult,Male,,,11,Second Class Steward,Victualling Crew,V
"GIBSON, Miss Dorothy Winifred",Alive,Cherbourg,1,Woman,22,Adult,Female,59.4,112378,7,,1st Class Passenger,1
"GIBSON, Mrs Pauline Caroline",Alive,Cherbourg,1,Woman,44,Adult,Female,59.4,112378,7,,1st Class Passenger,1
"GIEGER, Miss Amalie",Alive,Southampton,1,Woman,35,Adult,Female,211.5,113503,4,Personal Maid,1st Class PassengerServant,1
"GIGLIO, Mr Victor Gaitan Andrea",Dead,Cherbourg,1,Man,23,Adult,Male,79.2,17593,,Servant,1st Class PassengerServant,1
"GILARDINO, Sig. Vincenzo Pio",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Waiter,Restaurant Staff,R
"GILBERT, Mr William",Dead,Southampton,2,Man,47,Adult,Male,10.5,30769,,,2nd Class Passenger,2
"GILES, Mr Edgar",Dead,Southampton,2,Man,21,Adult,Male,11.5,28133,,Carpenter / Joiner,2nd Class Passenger,2
"GILES, Mr Frederick Edward",Dead,Southampton,2,Man,20,Adult,Male,11.5,28134,,Carpenter / Joiner,2nd Class Passenger,2
"GILES, Mr John Robert",Dead,Southampton,Crew,Man,32,Adult,Male,,,,2nd Baker,Victualling Crew,V
"GILES, Mr Ralph",Dead,Southampton,2,Man,24,Adult,Male,13.5,248726,[297],,2nd Class Passenger,2
"GILINSKI, Mr Eliezer",Dead,Southampton,3,Man,22,Adult,Male,8.05,14973,[47],Locksmith,3rd Class Passenger,3
"GILL, Mr John William",Dead,Southampton,2,Man,24,Adult,Male,13,233866,[155],Chauffeur,2nd Class Passenger,2
"GILL, Mr Joseph Stanley",Dead,Belfast,Crew,Man,38,Adult,Male,,,[49],Bed Room Steward,Victualling Crew,V
"GILL, Mr Patrick",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Ship's Cook,Victualling Crew,V
"GILLESPIE, Mr William Henry",Dead,Southampton,2,Man,31,Adult,Male,13,12233,,Clerk,2nd Class Passenger,2
"GILNAGH, Miss Mary Katherine",Alive,Queenstown,3,Woman,17,Adult,Female,7.73333333,35851,16,,3rd Class Passenger,3
"GIVARD, Mr Hans Kristensen",Dead,Southampton,2,Man,30,Adult,Male,13,250646,[305],,2nd Class Passenger,2
"GLYNN, Miss Mary Agatha",Alive,Queenstown,3,Woman,19,Adult,Female,7.75,335677,13,,3rd Class Passenger,3
"GODLEY, Mr George Auguste",Alive,Southampton,Crew,Man,38,Adult,Male,,,,Fireman,Engineering Crew,E
"GODWIN, Mr Frederick Charles",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Greaser,Engineering Crew,E
"GOLD, Mrs Jane Kate Coulson",Alive,Southampton,Crew,Woman,45,Adult,Female,,,,Stewardess,Victualling Crew,V
"GOLDENBERG, Mr Samuel L.",Alive,Cherbourg,1,Man,47,Adult,Male,89.1041667,17453,5,,1st Class Passenger,1
"GOLDENBERG, Mrs Nella",Alive,Cherbourg,1,Woman,40,Adult,Female,89.1041667,17453,5,,1st Class Passenger,1
"GOLDER, Mr M. W.",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E
"GOLDSCHMIDT, Mr George B.",Dead,Cherbourg,1,Man,71,Adult,Male,34.6541667,17754,,,1st Class Passenger,1
"GOLDSMITH, Master Frank John William",Alive,Southampton,3,Child,9,Child,Male,20.525,363291,C,,3rd Class Passenger,3
"GOLDSMITH, Mr Frank John",Dead,Southampton,3,Man,33,Adult,Male,20.525,363291,,Turner,3rd Class Passenger,3
"GOLDSMITH, Mr Nathan",Dead,Southampton,3,Man,41,Adult,Male,7.85,3101263,,Shoemaker,3rd Class Passenger,3
"GOLDSMITH, Mrs Emily Alice",Alive,Southampton,3,Woman,31,Adult,Female,20.525,363291,C,,3rd Class Passenger,3
"GOLLOP, Mr F.",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Assistant Passage Cook,Victualling Crew,V
"GOODWIN, Master Harold Victor",Dead,Southampton,3,Child,9,Child,Male,46.9,2144,,,3rd Class Passenger,3
"GOODWIN, Master Sidney Leslie",Dead,Southampton,3,Child,1,Child,Male,46.9,2144,[4],,3rd Class Passenger,3
"GOODWIN, Master William Frederick",Dead,Southampton,3,Child,11,Child,Male,46.9,2144,,,3rd Class Passenger,3
"GOODWIN, Miss Jessie Allis",Dead,Southampton,3,Child,10,Child,Female,46.9,2144,,,3rd Class Passenger,3
"GOODWIN, Miss Lillian Amy",Dead,Southampton,3,Woman,16,Adult,Female,46.9,2144,,Servant,3rd Class Passenger,3
"GOODWIN, Mr Charles Edward",Dead,Southampton,3,Child,14,Child,Male,46.9,2144,,Scholar,3rd Class Passenger,3
"GOODWIN, Mr Frederick Joseph",Dead,Southampton,3,Man,42,Adult,Male,46.9,2144,,Engineer,3rd Class Passenger,3
"GOODWIN, Mrs Augusta",Dead,Southampton,3,Woman,43,Adult,Female,46.9,2144,,,3rd Class Passenger,3
"GORDON, Mr J.",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Trimmer,Engineering Crew,E
"GOREE, Mr Frank",Dead,Southampton,Crew,Man,40,Adult,Male,,,[222],Greaser,Engineering Crew,E
"GOSHAWK, Mr Alfred James",Dead,Belfast,Crew,Man,40,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"GOSLING, Mr Bertram James",Dead,Southampton,Crew,Man,22,Adult,Male,,,,Trimmer,Engineering Crew,E
"GOSLING, Mr S.",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Trimmer,Engineering Crew,E
"GRACIE, Colonel Archibald",Alive,Southampton,1,Man,53,Adult,Male,28.5,113780,B,Writer,1st Class Passenger,1
"GRADIDGE, Mr Ernest Edward",Dead,Southampton,Crew,Man,22,Adult,Male,,,[276],Fireman,Engineering Crew,E
"GRAHAM, Miss Margaret Edith",Alive,Southampton,1,Woman,19,Adult,Female,153.4625,17582,3,,1st Class Passenger,1
"GRAHAM, Mr George Edward",Dead,Southampton,1,Man,38,Adult,Male,30,112053,[147],Sales Manager,1st Class Passenger,1
"GRAHAM, Mr Thomas G.",Alive,Belfast,Crew,Man,28,Adult,Male,,,,Fireman,Engineering Crew,E
"GRAHAM, Mrs Edith",Alive,Southampton,1,Woman,59,Adult,Female,153.4625,17582,3,,1st Class Passenger,1
"GREEN, Mr George",Dead,Southampton,3,Man,40,Adult,Male,8.05,21440,,Farrier,3rd Class Passenger,3
"GREEN, Mr George",Dead,Southampton,3,Man,20,Adult,Male,8.05,21440,,Trimmer,3rd Class Passenger,3
"GREENBERG, Mr Samuel",Dead,Southampton,2,Man,52,Adult,Male,13,250647,[19],,2nd Class Passenger,2
"GREENFIELD, Mr William Bertram",Alive,Cherbourg,1,Man,23,Adult,Male,63.3583333,17759,7,,1st Class Passenger,1
"GREENFIELD, Mrs Blanche",Alive,Cherbourg,1,Woman,45,Adult,Female,63.3583333,17759,7,,1st Class Passenger,1
"GREGORY, Mr David",Dead,Southampton,Crew,Man,43,Adult,Male,,,,Greaser,Engineering Crew,E
"GREGSON, Miss Mary",Alive,Southampton,Crew,Woman,45,Adult,Female,,,16,Stewardess,Victualling Crew,V
"GRaNNESTAD, Mr Daniel Danielsen",Dead,Southampton,3,Man,32,Adult,Male,8.3625,8471,,General Labourer,3rd Class Passenger,3
"GROSCLAUDE, Mr Gerald",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Waiter,Restaurant Staff,R
"GUEST, Mr Robert",Dead,Southampton,3,Man,23,Adult,Male,8.05,376563,,General Labourer,3rd Class Passenger,3
"GUGGENHEIM, Mr Benjamin",Dead,Cherbourg,1,Man,46,Adult,Male,79.2,17593,,Businessman,1st Class Passenger,1
"GUMERY, Mr George",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Mess Steward,Engineering Crew,E
"GUNN, Mr Joseph Alfred",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Assistant Saloon Steward (2nd Class),Victualling Crew,V
"GUSTAFSSON, Mr Alfred Ossian",Dead,Southampton,3,Man,19,Adult,Male,9.84583333,7534,,General Labourer,3rd Class Passenger,3
"GUSTAFSSON, Mr Anders Vilhelm",Dead,Southampton,3,Man,37,Adult,Male,7.925,3101276,[98],General Labourer,3rd Class Passenger,3
"GUSTAFSSON, Mr Johan Birger",Dead,Southampton,3,Man,28,Adult,Male,7.925,3101277,,,3rd Class Passenger,3
"GUSTAFSSON, Mr Karl Gideon",Dead,Southampton,3,Man,19,Adult,Male,7.775,347069,,General Labourer,3rd Class Passenger,3
"GUY, Mr Elgar John",Alive,Southampton,Crew,Man,28,Adult,Male,,,5,Boots,Victualling Crew,V
"GWYNN, Mr William Logan",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Postal Clerk / Postman,Victualling CrewPostal Clerk,V
"HAAS, Miss Aloisia",Dead,Southampton,3,Woman,24,Adult,Female,8.85,349236,,General Labourer,3rd Class Passenger,3
"HAGGAN, Mr John",Alive,Belfast,Crew,Man,35,Adult,Male,,,3,Fireman,Engineering Crew,E
"HAGLAND, Mr Ingvald Olai Olsen",Dead,Southampton,3,Man,28,Adult,Male,6.96666667,65303,,General Labourer,3rd Class Passenger,3
"HAGLAND, Mr Konrad Mathias Reiersen",Dead,Southampton,3,Man,19,Adult,Male,6.96666667,65304,,General Labourer,3rd Class Passenger,3
"HAINES, Mr Albert",Alive,Belfast,Crew,Man,31,Adult,Male,,,9,Boatswain Mate,Deck Crew,D
"HAKKARAINEN, Mr Pekka Pietari",Dead,Southampton,3,Man,28,Adult,Male,15.85,3101279,,General Labourer,3rd Class Passenger,3
"HAKKARAINEN, Mrs Elin Matilda",Alive,Southampton,3,Woman,24,Adult,Female,15.85,3101279,15,,3rd Class Passenger,3
"HALE, Mr Reginald",Dead,Southampton,2,Man,30,Adult,Male,13,250653,[75],Gardener,2nd Class Passenger,2
"HALFORD, Mr Walter Stamford",Alive,Southampton,Crew,Man,22,Adult,Male,,,15,Steward,,V
"HALL, Mr F. A. J.",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Scullion,Victualling Crew,V
"HALL, Mr J.",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E
"HALLETT, Mr George Alexander",Dead,Southampton,Crew,Man,22,Adult,Male,,,,Fireman,Engineering Crew,E
"HaMaLaINEN, Master Viljo Unto Johannes",Alive,Southampton,2,Child,0.58,Child,Male,14.5,250649,4,,2nd Class Passenger,2
"HaMaLaINEN, Mrs Anna",Alive,Southampton,2,Woman,23,Adult,Female,14.5,250649,4,,2nd Class Passenger,2
"HAMBLYN, Mr Ernest William",Dead,Southampton,Crew,Man,46,Adult,Male,,,,2nd Class Bedroom Steward,Victualling Crew,V
"HAMILTON, Mr Ernest",Dead,Belfast,Crew,Man,25,Adult,Male,,,,Assistant Smoke Room Steward (1st class),Victualling Crew,V
"HAMPE, Mr Lon Jrome",Dead,Southampton,3,Man,19,Adult,Male,9.5,345769,,Painter & Decorator,3rd Class Passenger,3
"HANDS, Mr Bernard",Dead,Southampton,Crew,Man,53,Adult,Male,,,,Fireman,Engineering Crew,E
"HANNA, Mr Boulos",Dead,Cherbourg,3,Man,18,Adult,Male,7.22916667,2664,,General Labourer,3rd Class Passenger,3
"HANNA, Mr Mansour",Dead,Cherbourg,3,Man,35,Adult,Male,7.22916667,2693,[188],,3rd Class Passenger,3
"HANNAH, Mr Borak (Hannah Assi Borah)",Alive,Cherbourg,3,Man,27,Adult,Male,7.22916667,2663,15,,,3
"HANNAM, Mr George",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Fireman,Engineering Crew,E
"HANSEN, Mr Claus Peter",Dead,Southampton,3,Man,41,Adult,Male,14.1083333,350026,,Barber,3rd Class Passenger,3
"HANSEN, Mr Henrik Juul",Dead,Southampton,3,Man,26,Adult,Male,7.85416667,350025,,Farmer,3rd Class Passenger,3
"HANSEN, Mr Henry Damsgaard",Dead,Southampton,3,Man,21,Adult,Male,7.85416667,350029,[69],Manufacturer,3rd Class Passenger,3
"HANSEN, Mrs Jennie Louise",Alive,Southampton,3,Woman,45,Adult,Female,14.1083333,350026,11,,3rd Class Passenger,3
"HARBECK, Mr William H.",Dead,Southampton,2,Man,44,Adult,Male,13,248746,[35],Cinematographer,2nd Class Passenger,2
"HARDER, Mr George Achilles",Alive,Cherbourg,1,Man,25,Adult,Male,55.4416667,11765,5,Businessman,1st Class Passenger,1
"HARDER, Mr William",Alive,Southampton,Crew,Man,39,Adult,Male,,,14,Window Cleaner,Deck Crew,D
"HARDER, Mrs Dorothy",Alive,Cherbourg,1,Woman,21,Adult,Female,55.4416667,11765,5,,1st Class Passenger,1
"HARDING, Mr Alfred John",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Assistant Pantry Steward (2nd class),Victualling Crew,V
"HARDWICK, Mr Reginald",Alive,Southampton,Crew,Man,21,Adult,Male,,,11,Kitchen Porter,Victualling Crew,V
"HARDY, Mr John",Alive,Belfast,Crew,Man,40,Adult,Male,,,D,Chief Second Class Steward,Victualling Crew,V
"HARGADON, Miss Catherine",Dead,Queenstown,3,Woman,17,Adult,Female,7.73333333,,,Cook,,3
"HARKNETT, Miss Alice Phoebe",Dead,Southampton,3,Woman,21,Adult,Female,7.55,6609,,Servant,3rd Class Passenger,3
"HARPER, Miss Annie Jessie",Alive,Southampton,2,Child,6,Child,Female,33,248727,11,,2nd Class Passenger,2
"HARPER, Mr Henry Sleeper",Alive,Cherbourg,1,Man,48,Adult,Male,76.7291667,17572,3,Of Independent Means,1st Class Passenger,1
"HARPER, Mrs Myra Raymond",Alive,Cherbourg,1,Woman,49,Adult,Female,76.7291667,17572,3,,,1
"HARPER, Rev. John",Dead,Southampton,2,Man,39,Adult,Male,33,248727,,Priest / Minister,2nd Class Passenger,2
"HARRINGTON, Mr Charles Henry",Dead,Southampton,1,Man,37,Adult,Male,42.4,113796,,Servant,1st Class PassengerServant,1
"HARRIS, Mr Amos",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Trimmer,Engineering Crew,E
"HARRIS, Mr Charles William",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"HARRIS, Mr Clifford Henry",Dead,Southampton,Crew,Man,16,Adult,Male,,,,Bell Boy,Victualling Crew,V
"HARRIS, Mr Edward John",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Fireman,Engineering Crew,E
"HARRIS, Mr Edward Matthew",Dead,Southampton,Crew,Man,18,Adult,Male,,,,Assistant Pantryman Steward (1st Class),Victualling Crew,V
"HARRIS, Mr Frederick",Alive,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E
"HARRIS, Mr George",Alive,Southampton,2,Man,62,Adult,Male,10.5,752,15,,2nd Class Passenger,2
"HARRIS, Mr Henry Birkhardt",Dead,Southampton,1,Man,45,Adult,Male,83.475,36973,,Theatre Manager,1st Class Passenger,1
"HARRIS, Mr Walter",Dead,Southampton,2,Man,44,Adult,Male,10.5,14208,,,2nd Class Passenger,2
"HARRIS, Mrs Irene",Alive,Southampton,1,Woman,35,Adult,Female,83.475,36973,D,,1st Class Passenger,1
"HARRISON, Mr Araga Drummond",Alive,Southampton,Crew,Man,40,Adult,Male,,,9,Saloon Steward (1st class),Victualling Crew,V
"HARRISON, Mr Norman E.",Dead,Belfast,Crew,Man,38,Adult,Male,,,,Junior 2nd. Engineer,Engineering Crew,E
"HARRISON, Mr William Henry",Dead,Southampton,1,Man,45,Adult,Male,0,112059,[110],Secretary,1st Class PassengerServant,1
"HART, Miss Eva Miriam",Alive,Southampton,2,Child,7,Child,Female,26.25,13529,14,,2nd Class Passenger,2
"HART, Mr Benjamin",Dead,Southampton,2,Man,47,Adult,Male,26.25,13529,,Builder,2nd Class Passenger,2
"HART, Mr Henry",Dead,Queenstown,3,Man,28,Adult,Male,6.85833333,394140,,General Labourer,3rd Class Passenger,3
"HART, Mr James",Dead,Southampton,Crew,Man,49,Adult,Male,,,,Fireman,Engineering Crew,E
"HART, Mr John Edward",Alive,Southampton,Crew,Man,31,Adult,Male,,,,Steward,Victualling Crew,V
"HART, Mrs Esther Ada",Alive,Southampton,2,Woman,48,Adult,Female,26.25,13529,14,,2nd Class Passenger,2
"HARTLEY, Mr Wallace Henry",Dead,Southampton,2,Man,33,Adult,Male,0,250654,[224],Musician,2nd Class PassengerMusician,2
"HARTNELL, Mr Fred",Alive,Southampton,Crew,Man,21,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"HARVEY, Mr Herbert Gifford",Dead,Belfast,Crew,Man,34,Adult,Male,,,,Junior Assistant 2nd. Engineer,Engineering Crew,E
"HASLIN, Mr James",Dead,Southampton,Crew,Man,45,Adult,Male,,,,Trimmer,Engineering Crew,E
"HASSAB, Mr Hammad",Alive,Cherbourg,1,Man,27,Adult,Male,76.7291667,17572,3,Servant,1st Class PassengerServant,1
"HASSAN ABILMONA, Mr Houssein Mohamed",Dead,Cherbourg,3,Child,11,Child,Male,18.7875,2699,,,3rd Class Passenger,3
"HATCH, Mr Hugh",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Scullion,Victualling Crew,V
"HAWKESWORTH, Mr James",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"HAWKESWORTH, Mr William Walter",Dead,Southampton,Crew,Man,43,Adult,Male,,,,Deck Steward (1st class),Victualling Crew,V
"HAWKSFORD, Mr Walter James",Alive,Southampton,1,Man,45,Adult,Male,30,16988,3,Sales Manager,1st Class Passenger,1
"HAYS, Miss Margaret Bechstein",Alive,Cherbourg,1,Woman,24,Adult,Female,83.1583333,11767,7,,1st Class Passenger,1
"HAYS, Mr Charles Melville",Dead,Southampton,1,Man,55,Adult,Male,93.5,12749,[307],Businessman,1st Class Passenger,1
"HAYS, Mrs Clara Jennings",Alive,Southampton,1,Woman,52,Adult,Female,93.5,12749,3,,1st Class Passenger,1
"HAYTER, Mr Arthur",Dead,Belfast,Crew,Man,44,Adult,Male,,,[25],Bed Room Steward,Victualling Crew,V
"HEAD, Mr Alfred",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E
"HEAD, Mr Christopher",Dead,Southampton,1,Man,42,Adult,Male,42.5,113038,,Politician,1st Class Passenger,1
"HEALY, Miss Hanora Nora",Alive,Queenstown,3,Woman,29,Adult,Female,7.75,370375,16,,,3
"HEBB, Mr William Albert",Alive,Southampton,Crew,Man,22,Adult,Male,,,B,Trimmer,Engineering Crew,E
"HEDMAN, Mr Oskar Arvid",Alive,Southampton,3,Man,27,Adult,Male,6.975,347089,15,Settler Recruiter,3rd Class Passenger,3
"HEE, Mr Ling",Alive,Southampton,3,Man,24,Adult,Male,56.4958333,1601,C,Seaman,3rd Class Passenger,3
"HEGARTY, Miss Hanora Nora",Dead,Queenstown,3,Woman,18,Adult,Female,6.75,365226,,,,3
"HEIKKINEN, Miss Laina",Alive,Southampton,3,Woman,26,Adult,Female,7.925,3101282,,,3rd Class Passenger,3
"HEINEN, Mr Joseph Dominichus",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"HEININEN, Miss Wendla Maria",Dead,Southampton,3,Woman,23,Adult,Female,7.925,3101290,[8],Servant,3rd Class Passenger,3
"HELLSTRM, Miss Hilda Maria",Alive,Southampton,3,Woman,22,Adult,Female,8.9625,7548,C,,3rd Class Passenger,3
"HEMMING, Mr Samuel Ernest",Alive,Belfast,Crew,Man,43,Adult,Male,,,4,Lamp Trimmer,Deck Crew,D
"HENDEKOVIC, Mr Ignjac",Dead,Southampton,3,Man,28,Adult,Male,7.89583333,349243,[306],General Labourer,3rd Class Passenger,3
"HENDRICKSON, Mr Charles Osker",Alive,Southampton,Crew,Man,28,Adult,Male,,,1,Leading Fireman,Engineering Crew,E
"HENDY, Mr Edward Martin",Dead,Belfast,Crew,Man,39,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"HENRIKSSON, Miss Jenny Lovisa",Dead,Southampton,3,Woman,28,Adult,Female,7.775,347086,[3],Servant,3rd Class Passenger,3
"HENRY, Miss Bridget Delia",Dead,Queenstown,3,Woman,21,Adult,Female,7.75,382649,,,3rd Class Passenger,3
"HENSFORD, Mr Herbert George Ernest",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Assistant Butcher,Victualling Crew,V
"HERMAN, Miss Alice",Alive,Southampton,2,Woman,23,Adult,Female,65,220845,9,,2nd Class Passenger,2
"HERMAN, Miss Kate",Alive,Southampton,2,Woman,23,Adult,Female,65,220845,9,,2nd Class Passenger,2
"HERMAN, Mr Samuel",Dead,Southampton,2,Man,49,Adult,Male,65,220845,,Farmer,2nd Class Passenger,2
