"","Name","Country","Age","Height","Weight","Sex","DOB","PlaceOB","Gold","Silver","Bronze","Total","Sport","Event"
"1059","Quentin Bigot","France",19,1.77,90,"M",1992-01-12,"HAYANGE (FRA)",0,0,0,0,"Athletics","Men's Hammer Throw"
"1060","Tetyana Bilenko","Ukraine",28,1.77,72,"F",NA,"Kharkiv (UKR)",0,0,0,0,"Table Tennis","Women's Singles"
"1061","Erol Bilgin","Turkey",25,1.58,62,"M",NA,"Kzzztahya",0,0,0,0,"Weightlifting","Men's 62kg"
"1062","Rahman Bilici","Turkey",27,1.6,60,"M",NA,"Erzurum (TUR)",0,0,0,0,"Wrestling","Men's 60kg Greco-Roman"
"1063","Mira Bimperling","Germany",18,1.76,NA,"F",NA,"SAARLOUIS (GER)",0,0,0,0,"Gymnastics - Rhythmic","Group All-Around"
"1064","Mete Binay","Turkey",27,1.72,69,"M",NA,"TOKAT",0,0,0,0,"Weightlifting","Men's 69kg"
"1065","Jenny Bindon","New Zealand",39,1.79,63,"F",NA,"",0,0,0,0,"Football","Women's Football"
"1066","Abhinav Bindra","India",29,NA,NA,"M",NA,"DEHRADUN (IND)",0,0,0,0,"Shooting","Men's 10m Air Rifle"
"1067","Karsten Bindrich","Germany",39,1.88,105,"M",NA,"WITTENBERG (GER)",0,0,0,0,"Shooting","Men's Trap"
"1068","Wilfried Bingangoye","Gabon",27,NA,NA,"M",NA,"OMOYE/NGOUONI (GAB)",0,0,0,0,"Athletics","Men's 100m"
"1069","Amanda Bingson","United States of America",22,1.65,91,"F",NA,"VICTORVILLE (USA)",0,0,0,0,"Athletics","Women's Hammer Throw"
"1070","Beni Bertrand Binobagira","Burundi",23,1.76,69,"M",1989-05-04,"BUJUMBURA (BDI)",0,0,0,0,"Swimming","Men's 100m Freestyle"
"1071","Joshua Binstock","Canada",31,1.96,99,"M",1981-12-01,"",0,0,0,0,"Beach Volleyball","Men's Beach Volleyball"
"1072","Emanuele Birarelli","Italy",31,2,95,"M",1981-08-02,"SENIGALLIA (ITA)",0,0,0,0,"Volleyball","Men's Volleyball"
"1073","Roxana Elisabeta Birca","Romania",24,1.67,47,"F",NA,"Bucuresti (ROU)",0,0,0,0,"Athletics","Women's 5000m"
"1074","Stephen Bird","Australia",24,1.89,86,"M",1988-11-05,"",0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 200m"
"1075","Sue Bird","United States of America",31,1.75,67,"F",NA,"",0,0,0,0,"Basketball","Women's Basketball"
"1076","Daniel Birgmark","Sweden",39,1.91,93,"M",1973-05-03,"HARKLANDA (SWE)",0,0,0,0,"Sailing","Men's Finn"
"1077","Collis Birmingham","Australia",27,1.89,71,"M",NA,"Carlton (AUS)",0,0,0,0,"Athletics","Men's 5000m"
"1078","Emmanuel Biron","France",24,1.77,65,"M",NA,"LYON 2 (FRA)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"1079","Peter Biros","Hungary",36,1.96,102,"M",1976-05-04,"",0,0,0,0,"Water Polo","Men's Water Polo"
"1080","Ole Bischof","Germany",32,1.8,81,"M",NA,"REUTLINGEN (GER)",0,1,0,1,"Judo","Men's -81kg"
"1081","Abby Bishop","Australia",23,1.89,85,"F",NA,"",0,0,0,0,"Basketball","Women's Basketball"
"1082","Melissa Bishop","Canada",23,1.73,59,"F",1988-05-08,"EGANVILLE (CAN)",0,0,0,0,"Athletics","Women's 800m"
"1083","Stuart Bithell","Great Britain",25,1.86,80,"M",NA,"ROCHDALE (GBR)",0,0,0,0,"Sailing","Men's 470"
"1084","Andre Biyogho","Gabon",19,1.72,68,"M",1993-01-01,"",0,0,0,0,"Football","Men's Football"
"1085","Christine Bjerendal","Sweden",25,1.61,66,"F",1987-03-02,"LINDOME",0,0,0,0,"Archery","Women's Individual"
"1086","Tyler Bjorn","Canada",42,1.89,104,"M",NA,"Montreal (CAN)",0,0,0,0,"Sailing","Men's Star"
"1087","Pirmin Blaak","Netherlands",24,1.88,83,"M",1988-08-03,"",0,0,0,0,"Hockey","Men's Hockey"
"1088","Elsabeth Black","Canada",16,1.55,NA,"F",1995-08-09,"Halifax (CAN)",0,0,0,0,"Gymnastics - Artistic","Women's Team, Women's Qualification"
"1089","Alicia Blagg","Great Britain",15,1.67,60,"F",NA,"Wakefield (GBR)",0,0,0,0,"Diving","Women's Synchronised 3m Springboard"
"1090","Jelena Blagojevic","Serbia",23,1.81,70,"F",1988-01-12,"ZEMUN (SRB)",0,0,0,0,"Volleyball","Women's Volleyball"
"1091","Dominique Blake","Jamaica",25,1.78,64,"F",NA,"New York (USA)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"1092","Yohan Blake","Jamaica",22,1.8,76,"M",NA,"St James (JAM)",0,0,0,0,"Athletics","Men's 100m, Men's 200m, Men's 4 x 100m Relay"
"1093","Elisa Blanchi","Italy",24,1.69,NA,"F",NA,"VELLETRI (ITA)",0,0,0,0,"Gymnastics - Rhythmic","Group All-Around"
"1094","Cecilia Blanco","Spain",33,1.7,70,"F",NA,"Madrid (ESP)",0,0,0,0,"Judo","Women's -70kg"
"1095","Giovanna Blanco","Venezuela",29,1.75,120,"F",NA,"EL TIGRE (VEN)",0,0,0,0,"Judo","Women's +78kg"
"1096","Oiana Blanco","Spain",29,1.54,48,"F",NA,"ORIO (ESP)",0,0,0,0,"Judo","Women's -48kg"
"1097","Ricardo Blas Jr","Guam",25,1.85,218,"M",NA,"TAMUNING (GUM)",0,0,0,0,"Judo","Men's +100kg"
"1098","Andrea Blas Martinez","Spain",20,1.73,81,"F",NA,"Zaragoza (ESP)",0,0,0,0,"Water Polo","Women's Water Polo"
"1099","Anita Blaze","France",20,1.66,52,"F",1991-10-29,"",0,0,0,0,"Fencing","Women's Team Foil"
"1100","Marko Blazhevski","Former Yugoslav Republic of Macedonia",19,1.83,73,"M",1992-10-11,"Skopje (MKD)",0,0,0,0,"Swimming","Men's 400m Individual Medley"
"1101","Holly Bleasdale","Great Britain",20,1.75,70,"F",1991-02-11,"Preston (GBR)",0,0,0,0,"Athletics","Women's Pole Vault"
"1102","Julia Bleasdale","Great Britain",30,1.67,46,"F",1981-09-09,"Hillingdon (GBR)",0,0,0,0,"Athletics","Women's 5000m, Women's 10,000m"
"1103","Keston Bledman","Trinidad and Tobago",24,1.8,88,"M",1988-08-03,"San Fernando (TRI)",0,0,0,0,"Athletics","Men's 100m, Men's 4 x 100m Relay"
"1104","Kasper Bleibach","Denmark",28,1.84,90,"M",1984-01-03,"MARIBO (DEN)",0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 200m, Men's Kayak Four (K4) 1000m"
"1105","Rogier Blink","Netherlands",30,1.99,90,"M",NA,"",0,0,0,0,"Rowing","Men's Eight"
"1106","Irina Bliznova","Russian Federation",25,1.8,73,"F",1986-06-10,"",0,0,0,0,"Handball","Women's Handball"
"1107","Anastasia Bliznyuk","Russian Federation",18,1.73,NA,"F",NA,"UKRAINE (UKR)",0,0,0,0,"Gymnastics - Rhythmic","Group All-Around"
"1108","Artem Bloshenko","Ukraine",27,1.87,99,"M",1985-01-02,"Donetsk",0,0,0,0,"Judo","Men's -100kg"
"1109","Melanie Blouin","Canada",22,1.75,64,"F",NA,"Quebec (CAN)",0,0,0,0,"Athletics","Women's Pole Vault"
"1110","Olga Bludova","Kazakhstan",20,1.72,58,"F",1991-05-11,"Almaty (KAZ)",0,0,0,0,"Athletics","Women's 100m"
"1111","Daniel Bluman","Colombia",22,1.8,72,"M",NA,"MEDELLIN (COL)",0,0,0,0,"Equestrian","Individual Jumping, SANCHA"
"1112","Pernille Blume","Denmark",18,1.71,58,"F",NA,"HERLEV (DEN)",0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Freestyle, Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay"
"1113","Madonna Blyth","Australia",26,1.65,60,"F",NA,"Brisbane (AUS)",0,0,0,0,"Hockey","Women's Hockey"
"1114","Edvald Boasson Hagen","Norway",25,NA,NA,"M",NA,"Lillehammer (NOR)",0,0,0,0,"Cycling - Road","Men's Individual Time Trial, Men's Road Race"
"1115","Eric Boateng","Great Britain",26,2.11,114,"M",NA,"",0,0,0,0,"Basketball","Men's Basketball"
"1116","Ancuta Bobocel","Romania",24,1.67,49,"F",1987-03-10,"DROBETA TURNU SEVERIN (ROU)",0,0,0,0,"Athletics","Women's 3000m Steeplechase"
"1117","Mihai Bobocica","Italy",25,1.79,68,"M",1986-08-09,"Craiova (ROU)",0,0,0,0,"Table Tennis","Men's Singles"
"1118","Jack Bobridge","Australia",23,1.8,65,"M",NA,"MODBURY (AUS)",0,0,0,0,"Cycling - Track","Men's Team Pursuit"
"1119","Gauthier Boccard","Belgium",20,1.86,79,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"1120","Yelizaveta Bochkarova","Ukraine",34,1.7,62,"F",1978-05-05,"Lviv (UKR)",0,0,0,0,"Cycling - Track","Women's Team Pursuit"
"1121","Dorina Boczogo","Hungary",20,1.6,NA,"F",NA,"OROSHAZA (HUN)",0,0,0,0,"Gymnastics - Artistic","Women's Qualification"
"1122","Lauren Boden","Australia",24,1.78,66,"F",1988-03-08,"Canberra (AUS)",0,0,0,0,"Athletics","Women's 400m Hurdles"
"1123","Maciej Bodnar","Poland",27,1.74,65,"M",1985-07-03,"OLAWA (POL)",0,0,0,0,"Cycling - Road","Men's Individual Time Trial, Men's Road Race"
"1124","Liudmila Bodnieva","Russian Federation",33,1.79,71,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"1125","Mathias Boe","Denmark",32,1.86,75,"M",1980-11-07,"FREDERIKSSUND",0,0,0,0,"Badminton","Men's Doubles"
"1126","Sylwia Bogacka","Poland",30,1.62,55,"F",1981-03-10,"Jelenia Gora (POL)",0,1,0,1,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
"1127","Chiara Boggiatto","Italy",26,1.7,55,"F",NA,"MONCALIERI (ITA)",0,0,0,0,"Swimming","Women's 200m Breaststroke"
"1128","Richard Bognar","Hungary",45,1.81,105,"M",NA,"MOSONMAGYAROVAR (HUN)",0,0,0,0,"Shooting","Men's Double Trap"
"1129","Alex Bogomolov Jr","Russian Federation",29,1.78,77,"M",NA,"",0,0,0,0,"Tennis","Men's Singles"
"1130","Spela Bohinc","Slovenia",16,1.55,43,"F",1995-06-11,"Ljubljana (SLO)",0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay"
"1131","Marcus Bohme","Germany",26,2.11,115,"M",NA,"Berlin (GER)",0,0,0,0,"Volleyball","Men's Volleyball"
"1132","Richard Bohus","Hungary",19,1.86,80,"M",1993-09-04,"BEKESECSABA (HUN)",0,0,0,0,"Swimming","Men's 100m Backstroke"
"1133","Susanne Boidin","Denmark",24,1.79,70,"F",NA,"Bern (SUI)",0,0,0,0,"Sailing","Women's Elliott 6m"
"1134","Aauri Lorena Bokesa","Spain",23,1.83,71,"F",NA,"Madrid (ESP)",0,0,0,0,"Athletics","Women's 400m"
"1135","Yannick Bokolo","France",27,1.91,86,"M",NA,"",0,0,0,0,"Basketball","Men's Basketball"
"1136","Timur Bolat","Kazakhstan",23,1.83,90,"M",NA,"ULAN BATOR (MGL)",0,0,0,0,"Judo","Men's -90kg"
"1137","Grega Bole","Slovenia",26,1.77,70,"M",NA,"Jesenice (SLO)",0,0,0,0,"Cycling - Road","Men's Road Race"
"1138","Irakli Bolkvadze","Georgia",17,1.83,73,"M",1994-12-12,"Nicosia (CYP)",0,0,0,0,"Swimming","Men's 200m Breaststroke"
"1139","Timo Boll","Germany",31,1.81,74,"M",1981-08-03,"ERBACH",0,0,0,0,"Table Tennis","Men's Singles, Men's Team"
"1140","Flora Bolonyai","Hungary",21,1.79,69,"F",1991-05-04,"Budapest (HUN)",0,0,0,0,"Water Polo","Women's Water Polo"
"1141","Sergey Bolshakov","Russian Federation",24,1.9,90,"M",1988-06-06,"Izhevsk (RUS)",0,0,0,0,"Swimming","Men's 10km Marathon"
"1142","Svetlana Bolshakova","Belgium",27,1.78,68,"F",NA,"Leningrad (RUS)",0,0,0,0,"Athletics","Women's Triple Jump"
"1143","Usain Bolt","Jamaica",25,1.96,93,"M",NA,"Trelawny (JAM)",0,0,0,0,"Athletics","Men's 100m, Men's 200m, Men's 4 x 100m Relay"
"1144","Sinivie Boltic","Nigeria",30,NA,96,"M",1982-02-07,"FAMGBE TOWN (NGR)",0,0,0,0,"Wrestling","Men's 96kg Freestyle"
"1145","Ibrahim Bolukbasi","Turkey",21,1.86,84,"M",1990-01-12,"Erzurum (TUR)",0,0,0,0,"Wrestling","Men's 84kg Freestyle"
"1146","Sarah Bombell","Australia",29,1.67,NA,"F",1983-12-04,"Sydney (AUS)",0,0,0,0,"Synchronised Swimming","Women's Duets, Women's Teams"
"1147","Sonia Bompastor","France",32,1.62,53,"F",1980-08-06,"",0,0,0,0,"Football","Women's Football"
"1148","Hamish Bond","New Zealand",26,1.89,91,"M",NA,"",1,0,0,1,"Rowing","Men's Pair"
"1149","Louise Bond-Williams","Great Britain",30,1.69,59,"F",NA,"",0,0,0,0,"Fencing","Women's Individual Sabre"
"1150","Oleksandr Bondar","Ukraine",18,1.72,63,"M",NA,"LUGANSK (UKR)",0,0,0,0,"Diving","Men's 10m Platform, Men's Synchronised 10m Platform"
"1151","Bohdan Bondarenko","Ukraine",22,1.97,80,"M",NA,"Kharkiv (UKR)",0,0,0,0,"Athletics","Men's High Jump"
"1152","Kateryna Bondarenko","Ukraine",25,1.75,62,"F",1986-08-08,"",0,0,0,0,"Tennis","Women's Singles"
"1153","Stanislav Bondarenko","Ukraine",24,1.98,118,"M",NA,"ZAPORIZHZHYA (UKR)",0,0,0,0,"Judo","Men's +100kg"
"1154","Roman Bondaruk","Ukraine",38,1.76,91,"M",NA,"Lviv (UKR)",0,0,0,0,"Shooting","Men's 25m Rapid Fire Pistol"
"1155","Marianne Bonde Petersen","Denmark",28,1.84,72,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"1156","Antoaneta Boneva","Bulgaria",26,1.73,58,"F",NA,"TARGOVISHTE (BUL)",0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol"
"1157","Liemarvin Bonevacia","Independent Olympic Athletes",23,1.8,81,"M",1989-05-04,"Curazzzao ()",0,0,0,0,"Athletics","Men's 400m"
"1158","Elena Maria Bonfanti","Italy",24,1.72,60,"F",1988-09-07,"Milano (ITA)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"1159","Caio Bonfim","Brazil",21,NA,NA,"M",NA,"Brasilia (BRA)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"1160","Dante Boninfante","Italy",35,1.88,85,"M",1977-07-03,"BATTIPAGLIA (ITA)",0,0,0,0,"Volleyball","Men's Volleyball"
"1161","Bartlomiej Wojciech Bonk","Poland",27,1.8,105,"M",1984-11-10,"WIECBORK",0,0,0,0,"Weightlifting","Men's 105kg"
"1162","Daisurami Bonne","Cuba",24,NA,NA,"F",1988-09-03,"Guantanamo (CUB)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"1163","Yowlys Bonne Rodriguez","Cuba",28,NA,NA,"M",1983-02-11,"Guantanamo (CUB)",0,0,0,0,"Wrestling","Men's 60kg Freestyle"
"1164","Charlotte Bonnet","France",17,1.74,61,"F",NA,"ENGHIEN LES BAINS (FRA)",0,0,1,1,"Swimming","Women's 100m Freestyle, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay"
"1165","Georgia Bonora","Australia",22,1.61,NA,"F",NA,"FITZROY (AUS)",0,0,0,0,"Gymnastics - Artistic","Women's Team, Women's Qualification"
"1166","Julien Bontemps","France",33,1.83,74,"M",1979-01-06,"EPINAL (FRA)",0,0,0,0,"Sailing","Men's RS-X"
"1167","Lars Boom","Netherlands",26,1.91,81,"M",NA,"VLIJMEN (NED)",0,0,0,0,"Cycling - Road","Men's Individual Time Trial, Men's Road Race"
"1168","Jill Boon","Belgium",25,1.72,65,"F",NA,"Uccle (BEL)",0,0,0,0,"Hockey","Women's Hockey"
"1169","Tom Boon","Belgium",22,1.84,81,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"1170","Tom Boonen","Belgium",31,1.92,82,"M",NA,"MOL (BEL)",0,0,0,0,"Cycling - Road","Men's Road Race"
"1171","Ek Boonsawad","Thailand",23,1.82,80,"M",NA,"CHON BURI (THA)",0,0,0,0,"Sailing","Men's RS-X"
"1172","Wanida Boonwan","Thailand",25,1.65,53,"F",NA,"UBON RATCHATHANI (THA)",0,0,0,0,"Athletics","Women's High Jump"
"1173","Joshua Booth","Australia",21,1.9,93,"M",1990-09-10,"",0,0,0,0,"Rowing","Men's Eight"
"1174","Melanie Booth","Canada",27,1.75,65,"F",NA,"",0,0,0,0,"Football","Women's Football"
"1175","Rachel Bootsma","United States of America",18,1.75,66,"F",NA,"Robbinsdale (USA)",0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 4x100m Medley Relay"
"1176","Rohan Bopanna","India",32,NA,NA,"M",1980-04-03,"",0,0,0,0,"Tennis","Men's Doubles"
"1177","Rasul Boqiev","Tajikistan",29,1.7,73,"M",NA,"RUDAKI (TJK)",0,0,0,0,"Judo","Men's -73kg"
"1178","Barna Bor","Hungary",25,1.95,128,"M",1986-12-12,"KEREPESTARCSA (HUN)",0,0,0,0,"Judo","Men's +100kg"
"1179","Kjetil Borch","Norway",22,NA,NA,"M",NA,"",0,0,0,0,"Rowing","Men's Double Sculls"
"1180","Valeriy Borchin","Russian Federation",25,1.78,63,"M",1986-11-09,"MORDOVIA REGION (RUS)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"1181","Cleopatra Borel","Trinidad and Tobago",33,1.72,91,"F",1979-10-03,"MAYARO (TRI)",0,0,0,0,"Athletics","Women's Shot Put"
"1182","Yannick Borel","France",23,1.95,94,"M",1988-05-11,"",0,0,0,0,"Fencing","Men's Individual Epee"
"1183","Diane Borg","Malta",21,1.62,60,"F",1990-12-09,"PIETA (MLT)",0,0,0,0,"Athletics","Women's 100m"
"1184","Lazaro Borges","Cuba",26,NA,NA,"M",NA,"Ciudad Habana (CUB)",0,0,0,0,"Athletics","Men's Pole Vault"
"1185","Romulo Borges Monteiro","Brazil",21,1.85,82,"M",NA,"",0,0,0,0,"Football","Men's Football"
"1186","Maria Borisenko","Russian Federation",26,1.9,80,"F",1986-08-03,"Nizhniy Novgorod (RUS)",0,0,0,0,"Volleyball","Women's Volleyball"
"1187","Sergey Borisov","Russian Federation",29,1.78,93,"M",NA,"TULA REGION (RUS)",0,0,0,0,"Cycling - Track","Men's Keirin, Men's Team Sprint"
"1188","Jonathan Borlee","Belgium",24,1.8,67,"M",NA,"Woluwe",0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay"
"1189","Kevin Borlee","Belgium",24,1.8,67,"M",NA,"Woluwe",0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay"
"1190","Yaneisi Borlot","Cuba",21,NA,NA,"F",NA,"Santiago de Cuba (CUB)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"1191","Brittany Borman","United States of America",23,1.8,78,"F",1989-01-07,"ST.LOUIS (USA)",0,0,0,0,"Athletics","Women's Javelin Throw"
"1192","Jevgenijs Borodavko","Latvia",25,1.89,100,"M",1986-04-11,"Riga (LAT)",0,0,0,0,"Judo","Men's -100kg"
"1193","Nadiya Borovska","Ukraine",31,1.63,50,"F",NA,"VOLYN' REGION (UKR)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"1194","Noel Borshi","Albania",16,1.64,54,"F",NA,"Rome (ITA)",0,0,0,0,"Swimming","Women's 100m Butterfly"
"1195","Jerome Bortoluzzi","France",30,1.82,110,"M",NA,"AMNEVILLE (FRA)",0,0,0,0,"Athletics","Men's Hammer Throw"
"1196","Igor Borysik","Ukraine",28,1.8,77,"M",1984-02-06,"Gomel (BLR)",0,0,0,0,"Swimming","Men's 200m Breaststroke"
"1197","Oleksiy Borysov","Ukraine",29,1.9,96,"M",1983-01-06,"SEVASTOPOL (UKR)",0,0,0,0,"Sailing","Men's Finn"
"1198","Yuriy Borzakovskiy","Russian Federation",31,1.82,73,"M",1981-12-04,"Moscow Region (RUS)",0,0,0,0,"Athletics","Men's 800m"
"1199","Yulia Borzova","Uzbekistan",31,1.77,72,"F",NA,"Tashkent Region (UZB)",0,0,0,0,"Canoe Sprint","Women's Kayak Single (K1) 200m, Women's Kayak Single (K1) 500m"
"1200","Willemijn Bos","Netherlands",24,1.81,69,"F",1988-02-05,"EELDE (NED)",0,0,0,0,"Hockey","Women's Hockey"
"1201","Marcelien Bos-de Koning","Netherlands",34,1.75,62,"F",1978-10-05,"Hoorn (NED)",0,0,0,0,"Sailing","Women's Elliott 6m"
"1202","Edith Bosch","Netherlands",32,1.83,70,"F",NA,"DEN HELDER (NED)",0,0,1,1,"Judo","Women's -70kg"
"1203","Caterina Bosetti","Italy",18,1.79,59,"F",1994-02-02,"TRADATE (ITA)",0,0,0,0,"Volleyball","Women's Volleyball"
"1204","Lucia Bosetti","Italy",23,1.75,65,"F",1989-09-07,"TRADATE (ITA)",0,0,0,0,"Volleyball","Women's Volleyball"
"1205","Miho Boskovic","Croatia",29,1.96,96,"M",1983-11-01,"",0,0,0,0,"Water Polo","Men's Water Polo"
"1206","Vanessa Boslak","France",30,1.7,62,"F",1982-11-06,"Lesquin (FRA)",0,0,0,0,"Athletics","Women's Pole Vault"
"1207","Matilda Boson","Sweden",30,1.76,64,"F",1981-04-12,"",0,0,0,0,"Handball","Women's Handball"
"1208","Berenger Aymard Bosse","Central African Republic",27,NA,NA,"M",NA,"Bangui (CAF)",0,0,0,0,"Athletics","Men's 100m"
"1209","Pierre-Ambroise Bosse","France",20,1.83,73,"M",1992-11-05,"Nantes (FRA)",0,0,0,0,"Athletics","Men's 800m"
"1210","Isaac Botella Perez","Spain",28,1.61,NA,"M",1984-12-06,"ELCHE (ESP)",0,0,0,0,"Gymnastics - Artistic","Men's Team, Men's Qualification"
"1211","Alberto Botia","Spain",23,1.89,82,"M",NA,"",0,0,0,0,"Football","Men's Football"
"1212","Joachim Bottieau","Belgium",23,1.8,81,"M",NA,"BOUSSU (BEL)",0,0,0,0,"Judo","Men's -81kg"
"1213","Kaltoum Bouaasayriya","Morocco",29,1.57,46,"F",NA,"ASSA ZAG (MAR)",0,0,0,0,"Athletics","Women's 3000m Steeplechase"
"1214","Wajdi Bouallegue","Tunisia",30,1.72,NA,"M",1982-09-02,"Tunis (TUN)",0,0,0,0,"Gymnastics - Artistic","Men's Qualification"
"1215","Ines Boubakri","Tunisia",23,1.67,56,"F",NA,"",0,0,0,0,"Fencing","Women's Individual Foil"
"1216","Carl Bouckaert","Belgium",58,1.81,78,"M",NA,"WAREGEM (BEL)",0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, CYRANO Z"
"1217","Jente Bouckaert","Belgium",22,1.9,75,"M",NA,"MORTSEL (BEL)",0,0,0,0,"Athletics","Men's 4 x 400m Relay"
"1218","David Boudia","United States of America",23,1.75,73,"M",NA,"Abilene (USA)",0,0,1,1,"Diving","Men's 10m Platform, Men's Synchronised 10m Platform"
"1219","Marie-Pier Boudreau Gagnon","Canada",29,1.65,NA,"F",1983-03-03,"Riviere",0,0,0,0,"Synchronised Swimming","Women's Duets, Women's Teams"
"1220","Oussama Boughanmi","Tunisia",22,1.85,83,"M",1990-05-02,"",0,0,0,0,"Handball","Men's Handball"
"1221","Sarah Bouhaddi","France",25,1.75,69,"F",NA,"",0,0,0,0,"Football","Women's Football"
"1222","David Boui","Central African Republic",24,1.85,NA,"M",NA,"Bangui (CAF)",0,0,0,0,"Taekwondo","Men's -68kg"
"1223","Safia Boukhima","Algeria",21,1.76,64,"F",1991-10-01,"",0,0,0,0,"Volleyball","Women's Volleyball"
"1224","Ioulietta Boukouvala","Greece",28,1.73,57,"F",NA,"Ioannina",0,0,0,0,"Judo","Women's -57kg"
"1225","Benjamin Boukpeti","Togo",30,1.77,76,"M",1981-04-08,"LAGNY",0,0,0,0,"Canoe Slalom","Men's Kayak (K1)"
"1226","Laure Boulleau","France",25,1.6,52,"F",NA,"",0,0,0,0,"Football","Women's Football"
"1227","Chouaib Bouloudinats","Algeria",25,1.83,NA,"M",1987-08-01,"",0,0,0,0,"Boxing","Men's Heavy (91kg)"
"1228","Mira Boumejmajen","France",17,1.53,NA,"F",1995-06-06,"VIERZON (FRA)",0,0,0,0,"Gymnastics - Artistic","Women's Team, Women's Qualification"
"1229","Yassine Bounou","Morocco",21,1.9,80,"M",1991-05-04,"",0,0,0,0,"Football","Men's Football"
"1230","Soufiyan Bouqantar","Morocco",18,1.73,54,"M",NA,"KHEMISSET MAROC (MAR)",0,0,0,0,"Athletics","Men's 5000m"
"1231","Abderrahime Bouramdane","Morocco",34,1.7,58,"M",1978-01-01,"AIN KANSARA (MAR)",0,0,0,0,"Athletics","Men's Marathon"
"1232","Lorys Bourelly","France",20,1.84,69,"M",NA,"FORT DE FRANCE (FRA)",0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay"
"1233","Mickael Bourgain","France",32,1.81,77,"M",NA,"BOULOGNE",0,0,0,0,"Cycling - Road, Cycling - Track","Men's Road Race, Men's Keirin"
"1234","Celia Bourihane","Algeria",17,1.77,60,"F",NA,"",0,0,0,0,"Volleyball","Women's Volleyball"
"1235","Fiona Bourke","New Zealand",23,1.87,75,"F",NA,"",0,0,0,0,"Rowing","Women's Quadruple Sculls"
"1236","Vered Bouskila","Israel",29,1.8,74,"F",NA,"HOLON (ISR)",0,0,0,0,"Sailing","Women's 470"
"1237","Cedric Boussoughou","Gabon",21,1.7,68,"M",NA,"",0,0,0,0,"Football","Men's Football"
"1238","Fanny Bouvet","France",18,1.63,59,"F",NA,"VERSAILLES (FRA)",0,0,0,0,"Diving","Women's 3m Springboard"
"1239","Carline Bouw","Netherlands",27,1.84,71,"F",NA,"",0,0,1,1,"Rowing","Women's Eight"
"1240","Marit Bouwmeester","Netherlands",24,1.77,66,"F",NA,"BOARNSTERHIM (NED)",0,0,0,0,"Sailing","Women's Laser Radial"
"1241","Alexandre Bouzaid","Senegal",31,1.72,64,"M",NA,"",0,0,0,0,"Fencing","Men's Individual Epee"
"1242","George Richard Bovell","Trinidad and Tobago",29,1.96,86,"M",NA,"Port of Spain (TRI)",0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 100m Freestyle, Men's 100m Backstroke"
"1243","Katie Bowen","New Zealand",18,1.7,58,"F",NA,"",0,0,0,0,"Football","Women's Football"
"1244","Dennis Bowsher","United States of America",29,1.75,73,"M",1983-07-04,"Dallas (USA)",0,0,0,0,"Modern Pentathlon","Men's Modern Pentathlon"
"1245","Shannon Boxx","United States of America",35,1.73,67,"F",NA,"",0,0,0,0,"Football","Women's Football"
"1246","Philipp Boy","Germany",25,1.72,NA,"M",NA,"SCHWEDT/ODER (GER)",0,0,0,0,"Gymnastics - Artistic","Men's Team, Men's Qualification"
"1247","Brendan Boyce","Ireland",25,1.83,76,"M",1986-08-10,"LETTERKENNY (IRL)",0,0,0,0,"Athletics","Men's 50km Race Walk"
"1248","Fiona Boyce","Australia",25,1.69,60,"F",1987-11-06,"Perth (AUS)",0,0,0,0,"Hockey","Women's Hockey"
"1249","Alana Boyd","Australia",28,1.71,59,"F",1984-10-05,"Melbourne (AUS)",0,0,0,0,"Athletics","Women's Pole Vault"
"1250","Dmytro Boyko","Ukraine",26,1.86,82,"M",NA,"",0,0,0,0,"Fencing","Men's Individual Sabre"
"1251","Lauren Boyle","New Zealand",24,1.83,67,"F",NA,"Auckland (NZL)",0,0,0,0,"Swimming","Women's 400m Freestyle, Women's 800m Freestyle"
