total_cup_points,species,owner,country_of_origin,farm_name,mill,company,altitude,region,producer,in_country_partner,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
83.17,Arabica,nucoffee,Brazil,fazenda do lobo,NA,nucoffee,1000m,south of minas,Andrea Galvão Noqueira,NUCOFFEE,2011,"December 3rd, 2011",Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,0.12,0,0,Blue-Green,3,"December 2nd, 2012",NUCOFFEE,m,1000,1000,1000
83.17,Arabica,nucoffee,Brazil,olhos d'agua,NA,NA,900m,south of minas,Mario Dornelles Alvarenga,NUCOFFEE,2011,"October 28th, 2011",NA,NA,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,0.02,0,0,NA,2,"October 27th, 2012",NUCOFFEE,m,900,900,900
83.17,Arabica,the coffee source inc.,El Salvador,several,la majada cooperative,NA,1200 mts,santa ana,Several,Specialty Coffee Association,2010-2011,"August 23rd, 2011",NA,NA,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,0.14,0,0,NA,3,"August 22nd, 2012",Specialty Coffee Association,m,1200,1200,1200
83.17,Arabica,ethiopia commodity exchange,Ethiopia,tega and tula special coffee farm,NA,NA,1850 m,limu,Tega and Tula Special Coffee Farm,Ethiopia Commodity Exchange,August to December,"June 16th, 2010",NA,NA,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,0.01,0,0,NA,0,"June 16th, 2011",Ethiopia Commodity Exchange,m,1850,1850,1850
83.08,Arabica,carcafe ltda ci,Colombia,NA,bogota,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,Almacafé,2016,"February 20th, 2017",Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,0,0,1,Green,4,"February 20th, 2018",Almacafé,m,1799,1799,1799
83.08,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,NA,huila,La Plata,Almacafé,2016,"January 10th, 2017",Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,0,1,2,Green,5,"January 10th, 2018",Almacafé,m,NA,NA,NA
83.08,Arabica,ipanema coffees,Brazil,capoeirinha,dry mill,ipanema coffees,905,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,0.11,0,2,Bluish-Green,2,"April 25th, 2017",Brazil Specialty Coffee Association,m,905,905,905
83.08,Arabica,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,1,south of minas,Ipanema Agrícola SA,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,0,0,0,Green,3,"October 7th, 2016",Brazil Specialty Coffee Association,m,1,1,1
83.08,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,kan tou mountain coffee 崁頭山咖啡館,taiwan coffee laboratory,700-800m,"dongshan dist., tainan city 臺南市東山區",Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,Specialty Coffee Association,2015,"May 19th, 2015",Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,0,0,0,Green,0,"May 18th, 2016",Specialty Coffee Association,m,700,800,750
83.08,Arabica,bourbon specialty coffees,Brazil,NA,NA,bourbon specialty coffees,NA,chapadão de ferro (cerrado mineiro),NA,Brazil Specialty Coffee Association,2015,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.11,0,0,Green,13,"April 19th, 2016",Brazil Specialty Coffee Association,m,NA,NA,NA
83.08,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,Specialty Coffee Association,2014/2015,"October 16th, 2014",Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,0,0,0,Green,1,"October 16th, 2015",Specialty Coffee Association,m,1200,1200,1200
83.08,Arabica,eric thormaehlen,Costa Rica,various,coricafe sa,coricafe s.a.,1200-1400,central valley,VARIOS,Specialty Coffee Association of Costa Rica,2014,"July 15th, 2014",Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,0.1,0,0,Green,3,"July 15th, 2015",Specialty Coffee Association of Costa Rica,m,1200,1400,1300
83.08,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2013,"February 19th, 2014",Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,0.12,0,0,Bluish-Green,8,"February 19th, 2015",Specialty Coffee Association,ft,NA,NA,NA
83.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,alishan zou zhu yuan 阿里山鄒築園,alishan zou zhu yuan 阿里山鄒築園,blossom valley宸嶧國際,1300 m,chiayi alishan 嘉義縣阿里山鄉,Fang zheng lun 方政倫,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,0.11,0,0,NA,0,"December 26th, 2014",Blossom Valley International,m,1300,1300,1300
83.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2012,"March 8th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,0.1,0,0,Bluish-Green,0,"March 8th, 2014",Specialty Coffee Association,ft,NA,NA,NA
83.08,Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,NA,finca las nubes,1400,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,AMECAFE,2012,"June 6th, 2012",Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,0,0,NA,1,"June 6th, 2013",AMECAFE,m,1400,1400,1400
83.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,0,1,0,NA,4,"April 6th, 2013",Specialty Coffee Association,ft,NA,NA,NA
83.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,cqi,NA,kona,NA,Specialty Coffee Association,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,0.12,0,0,Green,0,"February 22nd, 2013",Specialty Coffee Association,ft,NA,NA,NA
83.08,Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",Almacafé,Mayo a Julio,"July 29th, 2011",Caturra,NA,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,0.01,0,0,NA,0,"July 28th, 2012",Almacafé,m,1600,1950,1775
83.08,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora bonanza - armenia quindioa,NA,1880 msnm,cauca,NA,Almacafé,47/2010,"February 22nd, 2011",NA,NA,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,0.08,1,0,NA,3,"February 22nd, 2012",Almacafé,m,1880,1880,1880
83.08,Arabica,specialty coffee association of indonesia,Indonesia,lintong nihuta,pt. menacom,NA,1300-1400m,dolok sanggul,PT. MENACOM,Specialty Coffee Association of Indonesia,2010,"November 29th, 2010",NA,NA,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,0,0,0,NA,0,"November 29th, 2011",Specialty Coffee Association of Indonesia,m,1300,1400,1350
83.08,Arabica,chris finch,Guatemala,NA,NA,NA,NA,NA,NA,Specialty Coffee Association,NA,"November 11th, 2010",NA,NA,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,0.02,0,0,NA,1,"November 11th, 2011",Specialty Coffee Association,m,NA,NA,NA
83,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,0,0,0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,m,890,890,890
83,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,894,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,0.11,0,3,Green,5,"August 16th, 2017",Brazil Specialty Coffee Association,m,894,894,894
83,Arabica,ipanema coffees,Brazil,capoeirinha,dry mill,ipanema coffees,872,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,0.11,0,2,Bluish-Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,m,872,872,872
83,Arabica,ucfa,Uganda,isule farmers group,ibero,ucfa,1473,"kasese, mt. rwenzori",Xavier Baluku,Uganda Coffee Development Authority,2015,"July 18th, 2016",Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,0.12,0,0,Green,6,"July 18th, 2017",Uganda Coffee Development Authority,m,1473,1473,1473
83,Arabica,ucfa,Uganda,ibanda farmers group,ibero,ucfa,1645,"kasese, mt. rwenzori",Emmanuel Munaaba,Uganda Coffee Development Authority,2015,"July 18th, 2016",Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,0.12,0,5,Green,8,"July 18th, 2017",Uganda Coffee Development Authority,m,1645,1645,1645
83,Arabica,carcafe ltda ci,Colombia,NA,neiva,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,Almacafé,2016,"February 11th, 2016",NA,NA,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,0.11,0,0,Green,4,"February 10th, 2017",Almacafé,m,442,442,442
83,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,apollo estate,"sunvirtue co., ltd.",1550,vietnam cau dat,"Yeh, Li Chuan.",Specialty Coffee Association,2014,"December 28th, 2015",Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,0,0,0,Green,0,"December 27th, 2016",Specialty Coffee Association,m,1550,1550,1550
83,Arabica,juan luis alvarado romero,Guatemala,el chile,la conquista,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,OVIDIO CARDONA,Asociacion Nacional Del Café,2015,"July 8th, 2015",Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,0.11,0,0,Green,3,"July 7th, 2016",Asociacion Nacional Del Café,m,1300,1800,1550
83,Arabica,juan luis alvarado romero,Guatemala,nueva granada,tradicional,"agricola nueva granada, s.a.",4500 pies,"el tumbador, san marcos","Agricola Nueva Granada, S. A.",Asociacion Nacional Del Café,2015,"June 5th, 2015",Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,0.11,0,0,Green,2,"June 4th, 2016",Asociacion Nacional Del Café,ft,1371.6,1371.6,1371.6
83,Arabica,juan luis alvarado romero,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,Asociacion Nacional Del Café,2015,"April 23rd, 2015",Bourbon,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,0.11,0,0,Green,2,"April 22nd, 2016",Asociacion Nacional Del Café,m,1500,1500,1500
83,Arabica,irene alves santos,Brazil,fazenda santo antonio,dry,atlantica eportacao e importcao ltda,900-1100,high mogiana,João Alves Toledo,Brazil Specialty Coffee Association,2014,"February 13th, 2015",Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,0,0,0,Green,0,"February 13th, 2016",Brazil Specialty Coffee Association,m,900,1100,1000
83,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,雅慕伊,雅慕伊,宸嶧國際,1200,嘉義阿里山,雅慕伊,Blossom Valley International,2014,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,0.08,0,0,Green,0,"November 23rd, 2015",Blossom Valley International,m,1200,1200,1200
83,Arabica,star cafe ltd,Uganda,kabeywa county,kucofa farmers group,star cafe ltd,1800,kapchorwa,Kucofa farmers group,Uganda Coffee Development Authority,2013,"June 26th, 2014",SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0.12,0,0,Green,0,"June 26th, 2015",Uganda Coffee Development Authority,m,1800,1800,1800
83,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,Specialty Coffee Association,2013,"June 9th, 2014",Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,0,0,0,Bluish-Green,0,"June 9th, 2015",Specialty Coffee Association,ft,853.44,853.44,853.44
83,Arabica,juan luis alvarado romero,Guatemala,grupo medina (pequeños productores),beneficio siembras vision (154),"siembras vision, s.a.",1500 msnm,antigua,GRUPO MEDINA,Asociacion Nacional Del Café,2014,"March 7th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,0.1,1,0,Green,0,"March 7th, 2015",Asociacion Nacional Del Café,m,1500,1500,1500
83,Arabica,eric thormaehlen,Costa Rica,several,several,coricafe s.a.,1100-1300,central valley,CORICAFE BLEND,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,0.11,0,0,Green,3,"February 14th, 2015",Specialty Coffee Association of Costa Rica,m,1100,1300,1200
83,Arabica,jacques pereira carneiro,Brazil,sertao farm,cocarive,exportadora de cafés carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,Specialty Coffee Association,2013/2014,"January 2nd, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,0.12,0,0,Bluish-Green,4,"January 2nd, 2015",Specialty Coffee Association,m,1250,1250,1250
83,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,1600 - 1950 msnm,huila,La Plata,Almacafé,2013,"November 7th, 2013",Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,0.11,1,0,Green,1,"November 7th, 2014",Almacafé,m,1600,1950,1775
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,NA,Almacafé,2013,"August 2nd, 2013",Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,0,0,0,Green,0,"August 2nd, 2014",Almacafé,m,1750,1750,1750
83,Arabica,carcafe ltda ci,Colombia,NA,neiva,carcafe ltda,1000 msnm,pitalito,COFFEE COMPANY / CAFECOL,Almacafé,2013,"March 15th, 2013",Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,0.11,0,0,Green,1,"March 15th, 2014",Almacafé,m,1000,1000,1000
83,Arabica,carcafe ltda ci,Colombia,NA,neiva,carcafe ltda,1000 msnm,pitalito,ORLANDO ORTOZ / HIPOLITO TORRES,Almacafé,2013,"April 26th, 2013",Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,0,0,0,Green,2,"April 26th, 2014",Almacafé,m,1000,1000,1000
83,Arabica,racafe & cia s.c.a,Colombia,NA,NA,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,Almacafé,2012,"October 23rd, 2012",Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,0.11,1,0,Green,2,"October 23rd, 2013",Almacafé,m,1600,1950,1775
83,Arabica,rosa aurora falcon fernandez,Mexico,vegas,"coatepec, ver",NA,750,coatepec,GONZALO RIVERO PUERTO,AMECAFE,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,0.11,0,0,Green,20,"July 26th, 2013",AMECAFE,m,750,750,750
83,Arabica,santiago solis ayerdi,Mexico,finca la estancia,"atoyac de alvarez, guerrero",finca la estancia,1200,atoyac de alvarez,SANTIAGO SOLIS AYERDI,AMECAFE,2012,"July 26th, 2012",Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,0.11,0,0,Green,7,"July 26th, 2013",AMECAFE,m,1200,1200,1200
83,Arabica,alfredo bojalil,Mexico,las lomas,NA,ecomtrading,1200,coatepec,FRANCO COLORADO DOMINGUEZ,AMECAFE,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,0.11,5,0,Green,8,"July 11th, 2013",AMECAFE,m,1200,1200,1200
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,NA,NA,Exportadora Condor,Almacafé,2012,"May 22nd, 2012",Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,0,1,0,NA,4,"May 22nd, 2013",Almacafé,m,NA,NA,NA
83,Arabica,exportadora de cafe condor s.a,Colombia,various,trilladora boananza,exportadora de cafe condor s.a,1500-1750 msnm,huila,varios,Almacafé,2012,"May 11th, 2012",Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,0,0,0,Green,4,"May 11th, 2013",Almacafé,m,1500,1750,1625
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora bonanza - armenia quindioa,exportadora de cafe condor s.a,1750 msnm,huila,NA,Almacafé,2012,"June 8th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,0.11,0,0,Green,0,"June 8th, 2013",Almacafé,m,1750,1750,1750
83,Arabica,juan luis alvarado romero,Guatemala,la igualdad,beneficio la igualdad,"nuevos mercados, s.a.",4500,"la reforma, san marcos","NUEVOS MERCADOS, S.A.",Asociacion Nacional Del Café,2012,"April 27th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,0.1,0,0,Green,2,"April 27th, 2013",Asociacion Nacional Del Café,ft,1371.6,1371.6,1371.6
83,Arabica,racafe & cia s.c.a,Colombia,NA,NA,c.i.racafe & cia s.c.a,1600 - 1950 msnm,la plata,LA PLATA,Almacafé,2011,"December 2nd, 2011",Caturra,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,0.12,0,0,Bluish-Green,0,"December 1st, 2012",Almacafé,m,1600,1950,1775
83,Arabica,doi tung development project,Thailand,doi tung development project,NA,NA,NA,NA,NA,Specialty Coffee Association,2011,"August 16th, 2011",NA,NA,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.28,0,0,NA,0,"August 15th, 2012",Specialty Coffee Association,m,NA,NA,NA
83,Arabica,racafe & cia s.c.a,Colombia,NA,popayán,NA,1050 - 1850 msnm,cauca,NA,Almacafé,Abril - Julio,"May 12th, 2011",NA,NA,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,0.08,0,0,NA,1,"May 11th, 2012",Almacafé,m,1050,1850,1450
83,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,NA,Specialty Coffee Association,NA,"April 21st, 2011",NA,NA,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,0,0,0,NA,0,"April 20th, 2012",Specialty Coffee Association,ft,NA,NA,NA
83,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,NA,Specialty Coffee Association,NA,"March 9th, 2011",NA,NA,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,0,0,0,NA,1,"March 8th, 2012",Specialty Coffee Association,ft,NA,NA,NA
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,NA,1800 msnm,huila,varios,Almacafé,4t/2011,"February 1st, 2011",NA,NA,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,0.06,0,0,NA,2,"February 1st, 2012",Almacafé,m,1800,1800,1800
83,Arabica,grounds for health admin,Nicaragua,santa rosa,beneficio atlantic sebaco,NA,NA,matagalpa,Juan AugustinPalacio,Specialty Coffee Association,2009-2010,"May 31st, 2010",Caturra,NA,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,0.07,0,0,NA,0,"May 31st, 2011",Specialty Coffee Association,m,NA,NA,NA
83,Arabica,doi tung development project,Thailand,doi tung development project,NA,NA,NA,NA,Doi Tung Development Project,Specialty Coffee Association,NA,"April 13th, 2010",NA,NA,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,0,0,0,NA,0,"April 13th, 2011",Specialty Coffee Association,m,NA,NA,NA
82.92,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,0,0,0,Green,0,"October 20th, 2018",Brazil Specialty Coffee Association,m,890,890,890
82.92,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,beneficio cuzcachapa,soc. coop. cuzcachapa de r.l.,1350,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",Salvadoran Coffee Council,2017,"August 28th, 2017",Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,0,0,0,Green,1,"August 28th, 2018",Salvadoran Coffee Council,m,1350,1350,1350
82.92,Arabica,racafe & cia s.c.a,Colombia,NA,bogota,racafe & cia s.c.a,1500,guayata,NA,Almacafé,2017,"July 7th, 2017",Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,0.11,0,0,Green,1,"July 7th, 2018",Almacafé,m,1500,1500,1500
82.92,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,shi fang yuan 十方源,taiwan coffee laboratory,350,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,Specialty Coffee Association,2016,"June 28th, 2016",Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,0.09,31,0,Green,0,"June 28th, 2017",Specialty Coffee Association,m,350,350,350
82.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,-,NA,belayneh kindie,2000,"blida,kercha,guji,oromia",-,Blossom Valley International,2016,"February 26th, 2016",Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,0,1,0,Bluish-Green,20,"February 25th, 2017",Blossom Valley International,m,2000,2000,2000
82.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,佐佑品咖啡莊園,誼鎂有限公司,宸嶧國際,775,台東太麻里,許文郎,Blossom Valley International,2014,"September 7th, 2015",Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,0,0,0,Green,9,"September 6th, 2016",Blossom Valley International,m,775,775,775
82.92,Arabica,renee a. perrine,Philippines,kalugmanan agri development corp.,kalugmanan agri development corp.,hineleban foundation,1200 masl,"bukidnon, mindanao, philppines",Hineleban Foundation,Torch Coffee Lab Yunnan,2015,"July 31st, 2015",Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,0.11,0,0,Blue-Green,1,"July 30th, 2016",Torch Coffee Lab Yunnan,m,1200,1200,1200
82.92,Arabica,zarah zamora perez,Philippines,"several, bukidnon, mindanao, philippines",ephemera traders,ephemera traders,1600 + meters above sea level,asia pacific,Ephemera Traders,Specialty Coffee Association,2014,"July 21st, 2015",Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,0,0,0,Bluish-Green,0,"July 20th, 2016",Specialty Coffee Association,m,1600,1600,1600
82.92,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,pinzoneno,la yerba,productos y servicios chilindron s.a. de c.v.,1059,cuarenteño,Catalina Rodriguez Mayorga,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"July 14th, 2015",Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,0.13,0,0,Blue-Green,3,"July 13th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,m,1059,1059,1059
82.92,Arabica,andrew bowman,Mexico,fiech (mixed producers),n/a,"tony's coffee and teas, inc.",1300 meters,chiapas,FIECH,Specialty Coffee Association,2015,"June 11th, 2015",Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0.12,2,0,Bluish-Green,8,"June 10th, 2016",Specialty Coffee Association,m,1300,1300,1300
82.92,Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,fazenda pantano,NA,expocaccer,11000 metros,cerrado,GERSON NAIMEG,Brazil Specialty Coffee Association,2014/2015,"August 15th, 2014",Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,0.11,0,0,Green,16,"August 15th, 2015",Brazil Specialty Coffee Association,m,11000,11000,11000
